c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
1.2,0.9,6.0,2007-04-21,36000.0,-0.02,33573.33,0.1,1.0,0.1,OSG,540.0,2007-03-20,34113.33,2007-04-21,1.0,61.26,0.0,2007-03-20,60.0
0.25,0.15000000000000002,7.0,2007-04-21,31500.0,-0.08,33573.33,0.05,0.2,0.05,UNT,105.0,2007-03-20,33678.33,2007-04-21,0.2,48.74,0.0,2007-03-20,45.0
0.65,0.5499999999999999,7.0,2007-04-21,31500.0,-0.03,33573.33,0.05,0.6,0.05,OXY,385.0,2007-03-20,33958.33,2007-04-21,0.6,46.48,0.0,2007-03-20,45.0
0.95,0.7999999999999999,15.0,2007-04-21,33750.0,-0.01,33573.33,0.05,0.85,0.05,DHI,1200.0,2007-03-20,34773.33,2007-04-21,0.85,22.81,0.0,2007-03-20,22.5
0.45,0.35000000000000003,17.0,2007-04-21,34000.0,-0.01,33573.33,0.05,0.4,0.05,LPX,595.0,2007-03-20,34168.33,2007-04-21,0.4,20.14,0.0,2007-03-20,20.0
2.0,1.8,6.0,2007-04-21,36000.0,-0.0,33573.33,0.05,1.85,0.05,CLF,1080.0,2007-03-20,34653.33,2007-04-21,1.85,60.14,0.0,2007-03-20,60.0
0.7,0.5499999999999999,11.0,2007-05-19,33000.0,-0.03,33573.33,0.05,0.6,0.05,CHK,605.0,2007-03-30,34178.33,2007-05-19,0.6,30.98,0.0,2007-03-30,30.0
1.45,1.3,4.0,2007-04-21,38000.0,-0.02,33573.33,0.05,1.35,0.05,MRO,520.0,2007-03-20,34093.33,2007-04-21,1.35,96.5,0.0,2007-03-20,95.0
0.7,0.6,5.0,2007-04-21,36250.0,-0.02,33573.33,0.05,0.65,0.05,XOM,300.0,2007-03-22,33873.33,2007-04-21,0.65,74.19,0.0,2007-03-22,72.5
0.35,0.2,11.0,2007-04-21,33000.0,-0.07,33573.33,0.05,0.25,0.05,FTO,220.0,2007-03-20,33793.33,2007-04-21,0.25,32.23,0.0,2007-03-20,30.0
1.85,1.65,8.0,2007-04-21,32000.0,-0.01,33573.33,0.05,1.7,0.05,STLD,1320.0,2007-03-20,34893.33,2007-04-21,1.7,40.48,0.0,2007-03-20,40.0
0.6,0.45,10.0,2007-04-21,35000.0,-0.01,33573.33,0.05,0.5,0.05,XEC,450.0,2007-03-20,34023.33,2007-04-21,0.5,35.29,0.0,2007-03-20,35.0
1.0,0.7999999999999999,15.0,2007-04-21,33750.0,0.02,33573.33,0.05,0.85,0.05,PTEN,1200.0,2007-03-20,34773.33,2007-04-21,0.85,22.13,0.0,2007-03-20,22.5
1.35,1.2,5.0,2007-04-21,35000.0,-0.0,33573.33,0.05,1.25,0.05,APA,600.0,2007-03-22,34173.33,2007-04-21,1.25,70.28,0.0,2007-03-22,70.0
