c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
1.65,0.25,14.0,2008-02-16,31500.0,0.01,31958.29,1.25,1.5,1.25,AEO,350.0,2008-01-24,32308.29,2008-02-16,1.5,22.18,1.15,2008-01-24,22.5
2.1,-4.1,16.0,2008-03-22,32000.0,-0.02,31958.29,6.0,1.9,6.0,WNR,-6560.0,2008-01-28,25398.29,2008-03-22,1.9,20.35,5.7,2008-01-28,20.0
1.6,1.05,18.0,2008-02-16,31500.0,-0.01,31958.29,0.3,1.35,0.3,NWA,1890.0,2008-01-24,33848.29,2008-02-16,1.35,17.61,0.2,2008-01-24,17.5
1.7,1.45,6.0,2008-02-16,31500.0,-0.05,31958.29,0.05,1.5,0.05,NUE,870.0,2008-01-24,32828.29,2008-02-16,1.5,55.02,0.0,2008-01-24,52.5
2.4,-0.2999999999999998,8.0,2008-02-16,32000.0,-0.0,31958.29,2.5,2.2,2.5,HOG,-240.0,2008-01-24,31718.29,2008-02-16,2.2,40.19,2.3,2008-01-24,40.0
0.9,0.7,7.0,2008-02-16,31500.0,-0.02,31958.29,0.05,0.75,0.05,UNT,490.0,2008-01-24,32448.29,2008-02-16,0.75,46.09,0.0,2008-01-24,45.0
0.7,0.5499999999999999,14.0,2008-02-16,31500.0,-0.06,31958.29,0.05,0.6,0.05,TRN,770.0,2008-01-24,32728.29,2008-02-16,0.6,23.91,0.0,2008-01-24,22.5
1.65,1.4,18.0,2008-03-22,31500.0,0.02,31958.29,0.1,1.5,0.1,URI,2520.0,2008-01-29,34478.29,2008-03-22,1.5,17.19,0.0,2008-01-29,17.5
4.0,0.2999999999999998,6.0,2008-03-22,30000.0,0.01,31958.29,3.6,3.9,3.6,MRO,180.0,2008-01-25,32138.29,2008-03-22,3.9,49.7,3.3,2008-01-25,50.0
6.7,5.75,7.0,2008-02-16,31500.0,0.01,31958.29,0.05,5.8,0.05,WCG,4025.0,2008-01-24,35983.29,2008-02-16,5.8,44.58,0.0,2008-01-24,45.0
0.6,0.45,11.0,2008-02-16,33000.0,-0.08,31958.29,0.05,0.5,0.05,FTO,495.0,2008-01-24,32453.29,2008-02-16,0.5,32.58,0.0,2008-01-24,30.0
0.75,0.5499999999999999,18.0,2008-02-16,31500.0,-0.05,31958.29,0.05,0.6,0.05,HRB,990.0,2008-01-24,32948.29,2008-02-16,0.6,18.46,0.0,2008-01-24,17.5
2.1,1.8,13.0,2008-02-16,32500.0,0.01,31958.29,0.05,1.85,0.05,LEA,2340.0,2008-01-24,34298.29,2008-02-16,1.85,24.67,0.0,2008-01-24,25.0
1.45,1.3,16.0,2008-03-22,32000.0,-0.07,31958.29,0.05,1.35,0.05,ANN,2080.0,2008-01-25,34038.29,2008-03-22,1.35,21.52,0.0,2008-01-25,20.0
0.45,0.3,18.0,2008-02-16,31500.0,-0.07,31958.29,0.05,0.35,0.05,PTEN,540.0,2008-01-24,32498.29,2008-02-16,0.35,18.77,0.0,2008-01-24,17.5
0.25,0.15000000000000002,43.0,2008-02-16,32250.0,-0.16,31958.29,0.05,0.2,0.05,CHS,645.0,2008-01-24,32603.29,2008-02-16,0.2,8.97,0.0,2008-01-24,7.5
2.45,2.25,5.0,2008-02-16,30000.0,-0.03,31958.29,0.05,2.3,0.05,NOV,1125.0,2008-01-24,33083.29,2008-02-16,2.3,62.01,0.0,2008-01-24,60.0
0.4,0.25,13.0,2008-02-16,32500.0,-0.11,31958.29,0.05,0.3,0.05,LXK,325.0,2008-01-24,32283.29,2008-02-16,0.3,27.95,0.0,2008-01-24,25.0
