c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
1.0,0.85,5.0,2007-05-19,32500.0,-0.07,32193.87,0.05,0.9,0.05,CLF,425.0,2007-04-23,32618.87,2007-05-19,0.9,69.56,0.0,2007-04-23,65.0
0.6,0.5,10.0,2007-06-16,32500.0,-0.03,32193.87,0.05,0.55,0.05,CHK,500.0,2007-04-26,32693.87,2007-06-16,0.55,33.53,0.0,2007-04-26,32.5
2.55,2.45,3.0,2007-05-19,30000.0,-0.01,32193.87,0.05,2.5,0.05,MRO,735.0,2007-04-23,32928.869999999995,2007-05-19,2.5,100.85,0.0,2007-04-23,100.0
0.35,0.25,4.0,2007-05-19,30000.0,-0.06,32193.87,0.05,0.3,0.05,XOM,100.0,2007-04-23,32293.87,2007-05-19,0.3,79.54,0.0,2007-04-23,75.0
1.85,1.75,9.0,2007-05-19,31500.0,0.04,32193.87,0.05,1.8,0.05,FTO,1575.0,2007-04-23,33768.869999999995,2007-05-19,1.8,33.6,0.0,2007-04-23,35.0
2.75,0.75,7.0,2007-06-16,31500.0,0.0,32193.87,1.85,2.6,1.85,STLD,525.0,2007-04-30,32718.87,2007-06-16,2.6,44.81,1.75,2007-04-30,45.0
0.3,0.04999999999999999,8.0,2007-05-19,32000.0,-0.05,32193.87,0.1,0.15,0.1,SIAL,40.0,2007-04-23,32233.87,2007-05-19,0.15,41.92,0.0,2007-04-23,40.0
0.35,0.2,6.0,2007-06-16,30000.0,-0.06,32193.87,0.05,0.25,0.05,NKE,120.0,2007-04-24,32313.87,2007-06-16,0.25,53.34,0.0,2007-04-24,50.0
0.15,0.0,9.0,2007-05-19,31500.0,-0.08,32193.87,0.05,0.05,0.05,XEC,0.0,2007-04-23,32193.87,2007-05-19,0.05,37.87,0.0,2007-04-23,35.0
1.15,-0.15000000000000002,11.0,2007-05-19,33000.0,0.02,32193.87,1.05,0.9,1.05,MGI,-165.0,2007-04-23,32028.87,2007-05-19,0.9,29.38,0.9,2007-04-23,30.0
3.2,-8.6,7.0,2007-05-19,31500.0,0.01,32193.87,11.6,3.0,11.6,LCC,-6020.0,2007-04-23,26173.87,2007-05-19,3.0,44.34,11.4,2007-04-23,45.0
1.75,1.55,4.0,2007-05-19,30000.0,-0.0,32193.87,0.05,1.6,0.05,APA,620.0,2007-04-23,32813.869999999995,2007-05-19,1.6,75.25,0.0,2007-04-23,75.0
